Index,IssueID,Name,ResolutionStatus,AffectVersions,FixVersions
310,12505432,OPENJPA-1988,Fixed,"2.2.0;2.3.0","2.2.1.1;2.2.3;2.4.0"
311,12505419,OPENJPA-1987,Fixed,"2.2.0","2.2.0"
312,12505332,OPENJPA-1986,Fixed,"2.0.1;2.1.0;2.2.0","2.1.1;2.2.0"
313,12505188,OPENJPA-1985,Fixed,"2.1.0","2.1.1;2.2.0"
314,12505086,OPENJPA-1984,Fixed,"2.1.0;2.1.1;2.2.0","2.2.0"
315,12504706,OPENJPA-1983,Fixed,"2.1.0;2.2.0","2.0.2;2.1.2;2.2.0"
316,12504273,OPENJPA-1981,Fixed,"2.1.0","2.2.0"
317,12504246,OPENJPA-1980,Fixed,"2.1.0","2.2.0"
318,12504099,OPENJPA-1979,Fixed,"2.0.0-M1;2.0.0","2.3.0"
319,12503677,OPENJPA-1975,Fixed,"2.0.1;2.1.0","2.2.0"
320,12503268,OPENJPA-1974,Fixed,"2.1.0;2.2.0","2.2.0"
321,12503044,OPENJPA-1970,Fixed,"1.1.0","1.2.0"
322,12502905,OPENJPA-1969,Fixed,"2.1.0;2.1.1;2.2.0","2.1.1;2.2.0"
323,12502735,OPENJPA-1968,Fixed,"2.1.0;2.1.1;2.2.0","2.1.1;2.2.0"
324,12502386,OPENJPA-1965,Fixed,"2.0.0;2.1.0;2.2.0","2.1.1;2.2.0"
325,12501521,OPENJPA-1960,Fixed,"2.1.0;2.2.0","2.2.0"
326,12501261,OPENJPA-1959,Fixed,"1.2.2;2.0.1;2.1.0;2.2.0","2.1.1;2.2.0"
327,12501250,OPENJPA-1958,Fixed,"1.2.2;2.0.1;2.1.0;2.2.0","2.1.1;2.2.0"
328,12500828,OPENJPA-1957,Fixed,"1.2.2;2.0.1;2.1.0","1.2.3;2.0.2;2.1.1;2.2.0"
329,12500194,OPENJPA-1954,Fixed,"1.2.2;2.0.0;2.1.0;2.2.0","2.1.2;2.2.0"
330,12499589,OPENJPA-1951,Fixed,"2.0.1","2.0.2;2.1.0;2.2.0"
331,12499043,OPENJPA-1944,Fixed,"1.2.2;2.1.0","2.1.1;2.2.0"
332,12498950,OPENJPA-1943,Fixed,"2.0.1;2.1.0;2.2.0","2.1.1;2.2.0"
333,12498801,OPENJPA-1940,Fixed,"2.1.0","2.1.1;2.2.0"
334,12498581,OPENJPA-1939,Fixed,"1.2.2;2.0.1;2.1.0","2.1.1;2.2.0"
335,12498188,OPENJPA-1938,Fixed,"2.1.0;2.2.0","2.1.0;2.2.0"
336,12497418,OPENJPA-1935,Fixed,"2.1.0;2.2.0","2.1.0;2.2.0"
337,12497153,OPENJPA-1932,Fixed,"2.1.0","2.2.0"
338,12496199,OPENJPA-1928,Fixed,"1.2.1;2.0.1","2.2.0"
339,12495627,OPENJPA-1923,Fixed,"","2.1.0;2.2.0"
340,12494845,OPENJPA-1918,Fixed,"2.0.1;2.1.0;2.2.0","2.1.0;2.2.0"
341,12494606,OPENJPA-1915,Fixed,"2.2.0","2.2.0"
342,12494520,OPENJPA-1912,Fixed,"2.0.0;2.0.1;2.1.0","2.2.0"
343,12494510,OPENJPA-1911,Fixed,"1.0.4;1.2.2;2.0.1;2.1.0;2.2.0","1.2.3;1.3.0;2.0.2;2.1.0;2.2.0"
344,12494449,OPENJPA-1910,Fixed,"2.0.1;2.1.0;2.2.0","2.1.0;2.2.0"
345,12494363,OPENJPA-1909,Fixed,"2.0.0;2.0.1;2.1.0","2.1.0;2.2.0"
346,12493125,OPENJPA-1906,Fixed,"2.2.0","2.1.0;2.2.0"
347,12492980,OPENJPA-1905,Fixed,"1.2.0;1.2.1;1.2.2;2.0.0;2.0.1","1.2.3;2.0.2;2.1.0;2.2.0"
348,12492771,OPENJPA-1904,Fixed,"2.0.2;2.1.0;2.2.0","2.1.0;2.2.0"
349,12492529,OPENJPA-1903,Fixed,"2.0.1","2.2.0"
350,12491683,OPENJPA-1902,Fixed,"","2.1.0;2.2.0"
351,12491654,OPENJPA-1901,Fixed,"2.0.0;2.0.1","2.0.2;2.1.2;2.2.0;2.3.0"
352,12491624,OPENJPA-1900,Fixed,"2.0.1;2.1.0;2.2.0","2.1.0;2.2.0"
353,12491561,OPENJPA-1899,Fixed,"2.0.0","2.1.1"
354,12491555,OPENJPA-1898,Fixed,"2.0.1","2.1.0;2.2.0"
355,12480699,OPENJPA-1897,Fixed,"2.0.1","2.1.0"
356,12480685,OPENJPA-1896,Fixed,"2.0.1;2.1.0;2.2.0","2.1.0;2.2.0"
357,12480601,OPENJPA-1894,Fixed,"2.1.0","2.1.0"
358,12480591,OPENJPA-1893,Fixed,"2.0.1","2.1.0"
359,12480408,OPENJPA-1892,Fixed,"2.0.0;2.1.0","2.1.0"
360,12480255,OPENJPA-1890,Fixed,"2.0.1","2.0.2;2.1.0"
361,12479974,OPENJPA-1886,Fixed,"2.0.2;2.1.0","2.1.0"
362,12479818,OPENJPA-1884,Fixed,"2.1.0","2.1.1"
363,12479608,OPENJPA-1882,Fixed,"2.1.0","2.1.0"
364,12479591,OPENJPA-1881,Fixed,"2.1.0","2.1.0"
365,12479394,OPENJPA-1877,Fixed,"2.0.1","1.3.0;2.0.2;2.1.0"
366,12479325,OPENJPA-1876,Fixed,"2.1.0","2.2.0"
367,12479205,OPENJPA-1874,Fixed,"1.2.2;2.0.0;2.0.1","1.2.3;2.0.2;2.1.0"
368,12479138,OPENJPA-1873,Fixed,"2.0.0;2.0.1;2.0.2","2.2.0"
369,12479005,OPENJPA-1870,Fixed,"2.0.2","2.1.0"
370,12478886,OPENJPA-1867,Fixed,"2.1.0","2.1.0"
371,12478835,OPENJPA-1866,Fixed,"2.0.1;2.1.0","2.1.0"
372,12478474,OPENJPA-1857,Fixed,"2.1.0","2.1.0"
373,12478387,OPENJPA-1856,Fixed,"2.0.0;2.1.0;2.2.0","2.1.0;2.2.0"
374,12478171,OPENJPA-1853,Fixed,"2.0.0;2.0.1","2.1.0"
375,12477846,OPENJPA-1845,Fixed,"2.0.1","2.1.1;2.2.0"
376,12477643,OPENJPA-1840,Fixed,"2.1.0","2.1.0"
377,12477545,OPENJPA-1838,Fixed,"2.1.0","2.1.0"
378,12477514,OPENJPA-1837,Fixed,"2.0.1","2.0.1"
379,12477478,OPENJPA-1835,Fixed,"2.1.0","2.1.0"
380,12477366,OPENJPA-1832,Fixed,"2.1.0","2.1.0"
381,12477175,OPENJPA-1831,Fixed,"2.0.0","2.1.0"
382,12477048,OPENJPA-1830,Fixed,"2.0.0","2.1.0"
383,12476792,OPENJPA-1828,Fixed,"2.1.0","2.1.0"
384,12475495,OPENJPA-1819,Fixed,"2.0.1;2.0.2","2.1.0;2.3.0"
385,12475398,OPENJPA-1818,Fixed,"2.0.0","2.1.0"
386,12475061,OPENJPA-1814,Fixed,"1.2.2;2.1.0","1.2.3;1.3.0;2.0.2;2.1.0"
387,12474858,OPENJPA-1811,Fixed,"2.0.0","2.1.0"
388,12474721,OPENJPA-1810,Fixed,"2.0.1;2.1.0","2.1.0"
389,12474715,OPENJPA-1809,Fixed,"2.0.0;2.0.1;2.1.0","2.1.0"
390,12474682,OPENJPA-1808,Fixed,"2.0.1",""
391,12474490,OPENJPA-1804,Fixed,"2.0.1","2.1.0"
392,12474323,OPENJPA-1801,Fixed,"2.0.1;2.1.0","2.1.0"
393,12474312,OPENJPA-1800,Fixed,"2.0.0","2.1.0"
394,12474154,OPENJPA-1794,Fixed,"2.0.0","2.0.2;2.1.2;2.2.1.1;2.2.3;2.3.0"
395,12474032,OPENJPA-1793,Fixed,"2.0.2;2.1.0","2.0.2;2.1.0"
396,12473961,OPENJPA-1790,Fixed,"2.0.1","2.0.2;2.1.0"
397,12473829,OPENJPA-1788,Fixed,"2.0.0;2.0.1;2.0.2","2.1.0"
398,12473823,OPENJPA-1787,Fixed,"2.0.1;2.1.0;2.2.0","2.1.1;2.2.0"
399,12473570,OPENJPA-1784,Fixed,"2.0.1","2.1.0"
400,12472005,OPENJPA-1770,Fixed,"2.0.0;2.1.0","2.1.0"
401,12471945,OPENJPA-1769,Fixed,"2.0.0;2.1.0","2.1.0"
402,12471582,OPENJPA-1768,Fixed,"2.0.0;2.1.0","2.2.0"
403,12471448,OPENJPA-1765,Fixed,"2.0.0;2.1.0","2.0.2;2.1.0"
404,12471141,OPENJPA-1762,Fixed,"2.0.1;2.1.0",""
405,12470664,OPENJPA-1757,Fixed,"2.0.0;2.1.0","2.1.0"
406,12470597,OPENJPA-1756,Fixed,"",""
407,12470528,OPENJPA-1753,Fixed,"2.1.0","2.0.1;2.1.0"
408,12470490,OPENJPA-1752,Fixed,"2.0.1;2.1.0","2.1.0"
409,12470453,OPENJPA-1751,Fixed,"2.1.0","2.1.0"
410,12470345,OPENJPA-1749,Fixed,"2.0.0","2.0.1;2.1.0"
411,12470042,OPENJPA-1746,Fixed,"1.2.2","2.1.2;2.2.0"
412,12469879,OPENJPA-1743,Fixed,"1.2.2;1.3.0;2.0.0;2.1.0","2.1.0"
413,12469865,OPENJPA-1742,Fixed,"2.0.0","2.0.1;2.1.0"
414,12469858,OPENJPA-1740,Fixed,"2.1.0","2.1.0"
415,12469847,OPENJPA-1738,Fixed,"2.0.0;2.0.1;2.1.0","2.1.0"
416,12469812,OPENJPA-1737,Fixed,"2.0.0","1.3.0;2.0.1;2.1.0"
417,12469803,OPENJPA-1736,Fixed,"2.0.0","2.1.0"
418,12469473,OPENJPA-1727,Fixed,"2.0.0;2.1.0","2.1.0"
419,12469301,OPENJPA-1726,Fixed,"2.1.0","2.1.0"
420,12469241,OPENJPA-1725,Fixed,"1.2.2;1.3.0;2.0.0;2.1.0","2.1.1;2.2.0"
421,12469087,OPENJPA-1722,Fixed,"2.0.0","2.0.1;2.1.0"
422,12468724,OPENJPA-1719,Fixed,"2.0.0","2.0.1;2.1.0"
423,12468723,OPENJPA-1718,Fixed,"2.0.0",""
424,12468294,OPENJPA-1714,Fixed,"2.0.0","2.0.1"
425,12468262,OPENJPA-1713,Fixed,"1.1.0;1.2.2;2.0.0","2.0.1;2.1.0"
426,12468078,OPENJPA-1710,Fixed,"2.0.0","2.1.0"
427,12467493,OPENJPA-1704,Fixed,"1.2.2;2.0.0;2.1.0","1.2.3;2.0.1;2.1.0"
428,12467292,OPENJPA-1702,Fixed,"1.2.0;2.0.0","2.1.0"
429,12467032,OPENJPA-1701,Fixed,"2.1.0","2.1.0"
430,12466817,OPENJPA-1697,Fixed,"2.1.0","2.1.0"
431,12466801,OPENJPA-1696,Fixed,"2.0.0","2.1.0"
432,12466780,OPENJPA-1695,Fixed,"1.1.0;2.0.0;2.1.0","1.2.0;2.1.0"
433,12466693,OPENJPA-1692,Fixed,"2.0.0;2.1.0","2.1.0"
434,12466672,OPENJPA-1691,Fixed,"1.2.2;2.0.0;2.0.1","1.2.3;1.3.0;2.0.2;2.1.0"
435,12466570,OPENJPA-1690,Fixed,"2.0.0","2.0.1;2.1.0"
436,12466563,OPENJPA-1689,Fixed,"2.0.0","2.1.0"
437,12466413,OPENJPA-1686,Fixed,"","2.1.2;2.2.0"
438,12466359,OPENJPA-1685,Fixed,"2.0.0","2.1.0"
439,12466260,OPENJPA-1683,Fixed,"","2.1.0"
440,12466193,OPENJPA-1682,Fixed,"2.1.0","1.2.3;2.0.2;2.1.0"
441,12465997,OPENJPA-1679,Fixed,"2.0.0","2.0.1"
442,12465979,OPENJPA-1678,Fixed,"1.0.3;1.1.0;1.2.2;2.0.0;2.1.0","1.0.4;1.2.3;1.3.0;2.0.1;2.1.0"
443,12465795,OPENJPA-1676,Fixed,"2.0.0;2.1.0","2.1.0"
444,12464903,OPENJPA-1670,Fixed,"1.2.2;2.0.0","2.1.0"
445,12464706,OPENJPA-1668,Fixed,"1.0.3;1.2.2;2.0.0","1.2.3;1.3.0;2.0.1;2.1.0"
446,12464618,OPENJPA-1667,Fixed,"1.3.0;2.0.0","1.3.0;2.1.0"
447,12464360,OPENJPA-1665,Fixed,"2.0.0","1.2.3;1.3.0;2.0.2;2.1.0"
448,12464287,OPENJPA-1662,Fixed,"","2.0.2;2.1.0"
449,12464147,OPENJPA-1657,Fixed,"","2.1.1;2.2.0"
450,12463784,OPENJPA-1651,Fixed,"","2.2.0"
451,12463708,OPENJPA-1650,Fixed,"","2.1.2;2.2.0"
452,12463706,OPENJPA-1648,Fixed,"","2.1.0"
453,12463567,OPENJPA-1646,Fixed,"1.2.2;2.0.0","2.1.0"
454,12463425,OPENJPA-1644,Fixed,"1.2.2;2.0.0","1.2.3;2.1.0"
455,12463123,OPENJPA-1641,Fixed,"","1.2.3;1.3.0;2.0.1;2.1.0"
456,12462443,OPENJPA-1634,Fixed,"2.0.0;2.1.0","2.1.0"
457,12461982,OPENJPA-1631,Fixed,"1.2.2;2.0.0-beta3","2.0.0"
458,12461981,OPENJPA-1630,Fixed,"1.2.2;2.0.0-beta3;2.0.0;2.0.1;2.1.0","2.0.0"
459,12461804,OPENJPA-1627,Fixed,"2.0.0-beta3","2.1.0"
460,12461787,OPENJPA-1626,Fixed,"1.1.0","2.1.0"
461,12461714,OPENJPA-1625,Fixed,"2.0.0","2.0.0"
462,12461547,OPENJPA-1618,Fixed,"2.0.0-beta3","2.0.0"
463,12461329,OPENJPA-1613,Fixed,"2.0.0-beta2;2.0.0-beta3","2.1.0"
464,12461098,OPENJPA-1611,Fixed,"2.0.0","2.0.0"
465,12460975,OPENJPA-1609,Fixed,"2.0.0","2.0.0;2.1.0"
466,12460960,OPENJPA-1608,Fixed,"2.0.0","2.0.0"
467,12460829,OPENJPA-1605,Fixed,"2.0.0-beta3","2.0.0"
468,12460738,OPENJPA-1604,Fixed,"2.0.0","2.0.0"
469,12460578,OPENJPA-1602,Fixed,"2.0.0","2.0.0"
470,12460186,OPENJPA-1599,Fixed,"2.0.0-beta2;2.0.0-beta3;2.0.0","2.0.0"
471,12460114,OPENJPA-1597,Fixed,"2.0.0-beta3","1.3.0;2.0.0"
472,12460029,OPENJPA-1596,Fixed,"2.0.0-beta2","2.0.0-beta3"
473,12459850,OPENJPA-1590,Fixed,"2.0.0-M3;2.1.1;2.2.0","2.4.0"
474,12459770,OPENJPA-1588,Fixed,"2.0.0","2.0.0-beta3"
475,12459550,OPENJPA-1584,Fixed,"2.0.0","2.1.0"
476,12459537,OPENJPA-1583,Fixed,"","1.2.3;2.0.0-beta3"
477,12459524,OPENJPA-1581,Fixed,"","2.0.0-beta3"
478,12459395,OPENJPA-1580,Fixed,"2.0.0-beta2","2.0.0-beta3"
479,12459264,OPENJPA-1578,Fixed,"2.0.0-beta2","2.0.0-beta3"
480,12459253,OPENJPA-1577,Fixed,"2.0.0-beta2","2.0.0-beta3"
481,12459251,OPENJPA-1576,Fixed,"2.0.0","2.0.0-beta3"
482,12459182,OPENJPA-1575,Fixed,"2.0.0-beta2","2.0.0-beta3"
483,12459149,OPENJPA-1573,Fixed,"2.0.0-beta2","2.0.0-beta3"
484,12459108,OPENJPA-1571,Fixed,"2.0.0-beta2","2.0.0-beta3"
485,12459020,OPENJPA-1570,Fixed,"2.0.0-beta2","2.0.0-beta3"
486,12459006,OPENJPA-1569,Fixed,"1.2.2;2.0.0-beta2","1.2.3;2.0.0"
487,12458969,OPENJPA-1568,Fixed,"2.0.0","2.0.0-beta3"
488,12458864,OPENJPA-1565,Fixed,"2.0.0-M1;2.0.0-M2;2.0.0-M3;2.0.0-beta;2.0.0-beta2","2.0.0-beta3"
489,12458836,OPENJPA-1562,Fixed,"2.0.0-beta2","2.0.0-beta3"
490,12458596,OPENJPA-1559,Fixed,"2.0.0","2.0.0"
491,12458577,OPENJPA-1558,Fixed,"1.2.3;1.3.0;2.0.0","1.3.0;2.0.0-beta3"
492,12458565,OPENJPA-1556,Fixed,"2.0.0-beta2","2.0.0-beta3"
493,12458202,OPENJPA-1550,Fixed,"1.2.2;1.3.0;2.0.0-beta2","1.2.3;1.3.0;2.0.0;2.1.0"
494,12457889,OPENJPA-1547,Fixed,"1.2.2;2.0.0-beta2;2.0.0","2.0.0-beta3"
495,12457858,OPENJPA-1546,Fixed,"2.0.0-beta2","2.0.0-beta3"
496,12457751,OPENJPA-1544,Fixed,"2.0.0-beta2","2.0.0-beta3"
497,12457492,OPENJPA-1543,Fixed,"2.0.0-beta2","2.0.0-beta3"
498,12457487,OPENJPA-1542,Fixed,"2.0.0-beta","2.0.0-beta3"
499,12457460,OPENJPA-1538,Fixed,"2.0.0-beta2","2.0.0-beta3"
500,12457359,OPENJPA-1536,Fixed,"2.0.0-beta;2.0.0-beta2","2.0.0-beta3"
501,12457344,OPENJPA-1535,Fixed,"1.0.3;1.1.0;1.2.2;2.0.0-beta","1.3.0;2.0.0-beta3"
502,12457255,OPENJPA-1533,Fixed,"2.0.0-beta","2.0.0-beta2"
503,12457126,OPENJPA-1527,Fixed,"2.1.0","2.0.0-beta"
504,12456798,OPENJPA-1524,Fixed,"2.0.0-beta","2.0.0-beta3"
505,12456593,OPENJPA-1518,Fixed,"2.0.0-beta","2.0.0-beta2"
506,12456460,OPENJPA-1515,Fixed,"2.0.0-beta","2.0.0-beta"
507,12456225,OPENJPA-1510,Fixed,"2.0.0-beta","2.0.0"
508,12456207,OPENJPA-1509,Fixed,"2.0.0-M3;2.0.0-beta","2.0.0-beta2"
509,12456100,OPENJPA-1507,Fixed,"2.0.0-beta","2.0.0-beta2"
510,12456026,OPENJPA-1506,Fixed,"2.0.0-beta2","2.0.0-beta3"
511,12455923,OPENJPA-1504,Fixed,"2.0.0-beta","2.0.0-beta2"
512,12455804,OPENJPA-1503,Fixed,"","2.0.0-beta3"
513,12455695,OPENJPA-1501,Fixed,"1.2.2;1.3.0;2.0.0","1.3.0;2.0.2;2.1.0"
514,12455690,OPENJPA-1500,Fixed,"1.0.3;1.2.2","1.2.3;1.3.0;2.0.0-beta3"
515,12455387,OPENJPA-1496,Fixed,"2.0.0-beta","2.0.0-beta2"
516,12455320,OPENJPA-1495,Fixed,"",""
517,12455142,OPENJPA-1494,Fixed,"2.0.0-beta","2.0.0-beta2"
518,12454958,OPENJPA-1491,Fixed,"2.0.0-beta","2.0.0-beta3"
519,12446928,OPENJPA-1486,Fixed,"2.0.0-beta;2.0.0-beta2","2.0.0-beta3"
520,12446828,OPENJPA-1485,Fixed,"2.0.0-beta","2.0.0-beta2"
521,12446713,OPENJPA-1483,Fixed,"2.0.0-beta","1.2.3;1.3.0;2.0.0-beta2"
522,12446709,OPENJPA-1482,Fixed,"1.2.2;1.3.0;2.0.0-M3;2.0.0-beta","1.2.3;1.3.0;2.0.0-beta3"
523,12446308,OPENJPA-1478,Fixed,"2.0.0-M3","1.3.0;2.0.0-beta"
524,12446255,OPENJPA-1477,Fixed,"","2.0.0-beta3"
525,12445849,OPENJPA-1467,Fixed,"2.0.0-M1;2.0.0-M2;2.0.0-M3","2.0.0-beta"
526,12445657,OPENJPA-1464,Fixed,"","2.0.0-beta"
527,12445648,OPENJPA-1463,Fixed,"","2.0.0-beta"
528,12445588,OPENJPA-1461,Fixed,"2.0.0-M3","2.0.0-beta"
529,12445570,OPENJPA-1460,Fixed,"2.0.0-M3;2.0.0-beta","2.0.0-beta2"
530,12445430,OPENJPA-1458,Fixed,"2.0.0-M3","2.0.0-beta3"
531,12445426,OPENJPA-1457,Fixed,"1.0.4;1.2.2;1.3.0","1.0.4;1.2.2;1.3.0"
532,12444936,OPENJPA-1455,Fixed,"2.0.0","2.0.0-beta3"
533,12444812,OPENJPA-1454,Fixed,"2.0.0-M3","2.1.0"
534,12444508,OPENJPA-1452,Fixed,"2.0.0-M3","2.0.0-beta"
535,12444086,OPENJPA-1445,Fixed,"2.0.0-beta","2.0.0-beta"
536,12444071,OPENJPA-1444,Fixed,"2.0.0-beta","2.0.0-beta"
537,12444057,OPENJPA-1442,Fixed,"2.0.0-M3","2.0.0-beta"
538,12443939,OPENJPA-1441,Fixed,"1.2.2;1.3.0;2.0.0-beta","1.2.2;1.3.0;2.0.0-beta"
539,12443865,OPENJPA-1439,Fixed,"2.0.0","2.0.0-beta"
540,12443825,OPENJPA-1438,Fixed,"2.0.0","2.0.0-beta3"
541,12443551,OPENJPA-1435,Fixed,"2.0.0-M3","2.0.0-beta"
542,12443492,OPENJPA-1432,Fixed,"2.0.0-M3","2.0.0-beta"
543,12443432,OPENJPA-1431,Fixed,"2.0.0-M3","2.0.0-beta"
544,12443051,OPENJPA-1425,Fixed,"","2.0.0-beta"
545,12443011,OPENJPA-1424,Fixed,"1.2.1","1.2.3;1.3.0;2.0.1;2.1.0"
546,12442758,OPENJPA-1421,Fixed,"1.2.2;1.3.0","1.2.2;1.3.0"
547,12442739,OPENJPA-1419,Fixed,"2.0.0-beta","2.0.0-beta"
548,12442403,OPENJPA-1413,Fixed,"2.0.0-M3","1.3.0;2.0.0-beta"
549,12442243,OPENJPA-1410,Fixed,"2.0.0-M3;2.0.0-beta;2.0.0-beta2","2.0.0-beta3"
550,12442150,OPENJPA-1409,Fixed,"","2.0.0-beta"
551,12442119,OPENJPA-1407,Fixed,"1.1.0","1.2.0"
552,12442107,OPENJPA-1406,Fixed,"2.0.0","1.3.0;2.0.0-beta3"
553,12441721,OPENJPA-1401,Fixed,"2.0.0-M3","1.3.0;2.0.0-beta"
554,12441523,OPENJPA-1400,Fixed,"1.2.1;2.0.0-M3","1.2.2;1.3.0;2.0.0-beta"
555,12441180,OPENJPA-1397,Fixed,"1.2.1;2.0.0-M3","1.2.2;1.3.0;2.0.0-beta"
556,12441146,OPENJPA-1396,Fixed,"2.0.0-M3","2.0.0-beta"
557,12441056,OPENJPA-1394,Fixed,"2.0.0-M3","2.0.0-beta"
558,12440994,OPENJPA-1393,Fixed,"2.0.0-M3","2.0.0-beta"
559,12440993,OPENJPA-1392,Fixed,"2.0.0-M3","2.0.0-beta"
560,12440971,OPENJPA-1391,Fixed,"2.0.0-M3","2.0.0-beta"
561,12440961,OPENJPA-1390,Fixed,"2.0.0-M3","2.0.0-beta"
562,12440838,OPENJPA-1388,Fixed,"1.3.0","1.3.0;2.0.0-beta"
563,12440619,OPENJPA-1387,Fixed,"1.2.3;2.0.0-M3","1.2.3;2.0.0-beta"
564,12440584,OPENJPA-1386,Fixed,"2.0.0-M3","2.0.0-beta"
565,12440555,OPENJPA-1385,Fixed,"2.0.0-M3","2.0.0-beta"
566,12440529,OPENJPA-1384,Fixed,"1.2.1","1.2.2;1.3.0;2.0.0-beta"
567,12440500,OPENJPA-1383,Fixed,"2.0.0-M2","2.0.0-beta"
568,12440421,OPENJPA-1381,Fixed,"2.0.0","2.0.0-beta"
569,12440367,OPENJPA-1380,Fixed,"1.2.1","1.3.0;2.0.0-beta"
570,12440211,OPENJPA-1379,Fixed,"2.0.0-M3","2.0.0-beta"
571,12440071,OPENJPA-1377,Fixed,"2.0.0-M3","2.0.0-beta"
572,12439900,OPENJPA-1376,Fixed,"1.2.1;2.0.0-M3;2.1.0","1.2.3;1.3.0;2.0.2;2.1.2;2.2.0"
573,12439892,OPENJPA-1375,Fixed,"1.3.0;2.0.0-M3","1.3.0;2.0.0-beta"
574,12439611,OPENJPA-1372,Fixed,"1.2.1;2.0.0-M3","2.0.2;2.1.0"
575,12439580,OPENJPA-1371,Fixed,"2.0.0-M3","2.0.0-M3"
576,12439572,OPENJPA-1370,Fixed,"2.0.0-M3","2.0.0-beta"
577,12439523,OPENJPA-1367,Fixed,"1.2.1;2.0.0-M1;2.0.0-M2;2.0.0-M3;2.0.0-beta","1.3.0;2.0.0-beta2"
578,12438938,OPENJPA-1360,Fixed,"1.2.2","1.3.0;2.0.0-beta3"
579,12438580,OPENJPA-1355,Fixed,"2.0.0-beta","2.0.0-beta"
580,12438475,OPENJPA-1354,Fixed,"","2.0.0-beta"
581,12438171,OPENJPA-1352,Fixed,"2.0.0-M3","2.0.0-beta"
582,12438142,OPENJPA-1351,Fixed,"2.0.0-M3","2.0.0-beta"
583,12438100,OPENJPA-1350,Fixed,"1.0.3;1.2.1;2.0.0-M3","1.2.3;1.3.0;2.0.0-beta"
584,12438038,OPENJPA-1349,Fixed,"2.0.0-beta","2.0.0-beta"
585,12437821,OPENJPA-1344,Fixed,"2.0.0-M2;2.0.0-M3","2.0.0-beta"
586,12437810,OPENJPA-1343,Fixed,"2.0.0","2.2.0"
587,12437651,OPENJPA-1341,Fixed,"2.0.0","2.0.0-beta"
588,12437409,OPENJPA-1338,Fixed,"2.0.0","2.0.0-M3"
589,12437130,OPENJPA-1335,Fixed,"2.0.0-M2","2.0.0-M3"
590,12437036,OPENJPA-1333,Fixed,"2.0.0-M3","2.0.0-M3"
591,12436629,OPENJPA-1328,Fixed,"1.2.0;1.2.1","1.0.4;1.2.2;1.3.0;2.0.0-beta"
592,12436426,OPENJPA-1326,Fixed,"1.2.1","1.2.2;1.3.0;2.0.0-beta"
593,12436419,OPENJPA-1325,Fixed,"2.0.0-M3","2.0.0-M3"
594,12436236,OPENJPA-1321,Fixed,"1.2.1","1.3.0;2.0.0-beta"
595,12436067,OPENJPA-1308,Fixed,"1.0.3;1.2.1;2.0.0-M2;2.0.0-M3","1.0.4;1.2.2;1.3.0;2.0.0-beta"
596,12435837,OPENJPA-1303,Fixed,"2.0.0","3.2.0"
597,12435743,OPENJPA-1302,Fixed,"1.0.3;1.1.0;1.2.1;2.0.0-M2","2.0.0-M3"
598,12435487,OPENJPA-1295,Fixed,"1.0.3;1.1.0;1.2.1;1.3.0;2.0.0-M2","2.0.0-M3"
599,12435480,OPENJPA-1294,Fixed,"2.0.0-M3","2.0.0-beta"
600,12435457,OPENJPA-1293,Fixed,"2.0.0-M3","2.0.0-beta"
601,12435247,OPENJPA-1289,Fixed,"1.2.2;2.0.0-M3","1.2.3;1.3.0;2.0.0-beta"
602,12434783,OPENJPA-1286,Fixed,"2.0.0-M2","2.0.0-M3"
603,12434676,OPENJPA-1284,Fixed,"1.0.3;1.1.0;1.2.1;1.3.0;2.0.0-M3","1.3.0;2.0.0-M3"
604,12434675,OPENJPA-1283,Fixed,"2.0.0-M2","2.0.0-M3"
605,12434574,OPENJPA-1281,Fixed,"2.0.0-M2","2.0.0-M3"
606,12434547,OPENJPA-1279,Fixed,"2.0.0-M2","2.0.0-M3"
607,12434240,OPENJPA-1269,Fixed,"2.0.0-M2","2.0.0-M3"
608,12433905,OPENJPA-1263,Fixed,"1.1.0;1.2.0;1.2.1;1.3.0","1.3.0;2.0.0-beta"
609,12433797,OPENJPA-1260,Fixed,"1.3.0;2.0.0","1.2.0;1.3.0;2.0.0-M3"
610,12433510,OPENJPA-1256,Fixed,"2.0.0-M2","2.0.0-M3"
611,12433473,OPENJPA-1253,Fixed,"2.0.0-M1;2.0.0-M2;2.0.0-M3","2.0.0-M3"
612,12433250,OPENJPA-1250,Fixed,"2.0.0-M2","2.0.0-M3"
613,12433149,OPENJPA-1248,Fixed,"1.1.0;1.2.0;1.2.1;1.2.2;1.3.0","1.3.0;2.0.0-beta3"
614,12432995,OPENJPA-1244,Fixed,"1.0.3","1.0.4"
615,12432986,OPENJPA-1243,Fixed,"1.0.4","1.0.4"
616,12432914,OPENJPA-1242,Fixed,"2.0.0-M2","2.0.0-M3"
617,12432817,OPENJPA-1239,Fixed,"2.0.0-M3","2.0.0-M3"
618,12432636,OPENJPA-1234,Fixed,"","2.0.0-beta3"
619,12432553,OPENJPA-1232,Fixed,"2.0.0-M2","2.0.0-M3"
620,12432427,OPENJPA-1230,Fixed,"2.0.0-M3","2.0.0-M3"
621,12432298,OPENJPA-1227,Fixed,"1.2.1","1.3.0;2.0.0-M3"
622,12432220,OPENJPA-1226,Fixed,"","1.2.3;2.0.0-M3"
623,12432116,OPENJPA-1224,Fixed,"1.2.1","1.3.0;2.0.0-beta"
